values,title,doi,type
"Chan Zuckerberg Initiative, Redwood City, California, USA",Dihydroartemisinin-piperaquine failure associated with a triple mutant including kelch13 C580Y in Cambodia: an observational cohort study,https://doi.org/10.1016/s1473-3099(15)70049-6,article
